10000  0.0000  0  -nan  -nan  -nan
880000  0.9400  5  9.4000  124.6235  0.1246
890000  0.9400  5  9.4000  124.9455  0.1249
900000  0.9400  5  9.4000  125.2525  0.1253
910000  0.9400  5  9.4000  124.9796  0.1250
920000  0.9400  5  9.4000  124.5390  0.1245
930000  0.9400  5  9.4000  124.7089  0.1247
940000  0.9400  5  9.4000  125.0126  0.1250
950000  0.9400  5  9.4000  125.2940  0.1253
960000  0.9400  5  9.4000  125.0187  0.1250
970000  0.9400  5  9.4000  124.5969  0.1246
980000  0.9400  5  9.4000  124.7929  0.1248
990000  0.9400  5  9.4000  125.1210  0.1251
1000000  0.9400  5  9.4000  125.4218  0.1254
1010000  0.9400  5  9.4000  125.1567  0.1252
1020000  0.9400  5  9.4000  124.7374  0.1247
1030000  0.9400  5  9.4000  124.9270  0.1249
1040000  0.9400  5  9.4000  125.2426  0.1252
1050000  0.9400  5  9.4000  125.5193  0.1255
1060000  0.9400  5  9.4000  125.2534  0.1253
1070000  0.9400  5  9.4000  124.8556  0.1249
1080000  0.9400  5  9.4000  125.0813  0.1251
1090000  0.9400  5  9.4000  125.4234  0.1254
1100000  0.9400  5  9.4000  125.7226  0.1257
1110000  0.9400  5  9.4000  125.4670  0.1255
1120000  0.9400  5  9.4000  125.0666  0.1251
1130000  0.9400  5  9.4000  125.2629  0.1253
1140000  0.9400  5  9.4000  125.5763  0.1256
1150000  0.9400  5  9.4000  125.8463  0.1258
1160000  0.9400  5  9.4000  125.5946  0.1256
1170000  0.9400  5  9.4000  125.2288  0.1252
1180000  0.9400  5  9.4000  125.4571  0.1255
1190000  0.9400  5  9.4000  125.8032  0.1258
1200000  0.9400  4  11.7500  162.8726  0.1629
1210000  0.9400  5  9.4000  125.8555  0.1259
1220000  0.9400  5  9.4000  125.4786  0.1255
1230000  0.9400  4  11.7500  162.2900  0.1623
1240000  0.9400  4  11.7500  162.5806  0.1626
1250000  0.9400  3  15.6667  224.0961  0.2241
1260000  0.9400  3  15.6667  223.7765  0.2238
1270000  0.9400  3  15.6667  223.2125  0.2232
1280000  0.9400  3  15.6667  223.3593  0.2234
1290000  0.9400  3  15.6667  223.7160  0.2237
1300000  0.9400  3  15.6667  224.1001  0.2241
1310000  0.9400  3  15.6667  223.7706  0.2238
1320000  0.9400  3  15.6667  223.0996  0.2231
1330000  0.9400  3  15.6667  223.0998  0.2231
1340000  0.9400  3  15.6667  223.2837  0.2233
1350000  0.9400  3  15.6667  223.5419  0.2235
1360000  0.9400  3  15.6667  223.2222  0.2232
1370000  0.9400  3  15.6667  222.6608  0.2227
1380000  0.9400  3  15.6667  222.8028  0.2228
1390000  0.9400  3  15.6667  223.1600  0.2232
1400000  0.9400  3  15.6667  223.5443  0.2235
1410000  0.9400  3  15.6667  223.2154  0.2232
1420000  0.9400  3  15.6667  222.5361  0.2225
1430000  0.9400  3  15.6667  222.5222  0.2225
1440000  0.9400  3  15.6667  222.6984  0.2227
1450000  0.9400  3  15.6667  222.9572  0.2230
1460000  0.9400  3  15.6667  222.6356  0.2226
1470000  0.9400  3  15.6667  222.0706  0.2221
1480000  0.9400  3  15.6667  222.2097  0.2222
1490000  0.9400  3  15.6667  222.5638  0.2226
1500000  0.9400  3  15.6667  222.9423  0.2229
1510000  0.9400  3  15.6667  222.6158  0.2226
1520000  0.9400  3  15.6667  221.9348  0.2219
1530000  0.9400  3  15.6667  221.9286  0.2219
1540000  0.9400  3  15.6667  222.1149  0.2221
1550000  0.9400  3  15.6667  222.3811  0.2224
1560000  0.9400  3  15.6667  222.0588  0.2221
1570000  0.9400  3  15.6667  221.4861  0.2215
1580000  0.9400  3  15.6667  221.6268  0.2216
1590000  0.9400  3  15.6667  221.9796  0.2220
1600000  0.9400  3  15.6667  222.3547  0.2224
1610000  0.9400  3  15.6667  222.0270  0.2220
1620000  0.9400  3  15.6667  221.3486  0.2213
1630000  0.9400  3  15.6667  221.3560  0.2214
1640000  0.9400  3  15.6667  221.5580  0.2216
1650000  0.9400  3  15.6667  221.8346  0.2218
1660000  0.9400  3  15.6667  221.5103  0.2215
1670000  0.9400  3  15.6667  220.9281  0.2209
1680000  0.9400  3  15.6667  221.0675  0.2211
1690000  0.9400  3  15.6667  221.4117  0.2214
1700000  0.9400  3  15.6667  221.7811  0.2218
1710000  0.9400  3  15.6667  221.4537  0.2215
1720000  0.9400  3  15.6667  220.7821  0.2208
1730000  0.9400  3  15.6667  220.7997  0.2208
1740000  0.9400  3  15.6667  221.0190  0.2210
1750000  0.9400  3  15.6667  221.3075  0.2213
1760000  0.9400  3  15.6667  220.9828  0.2210
1770000  0.9400  3  15.6667  220.3906  0.2204
1780000  0.9400  3  15.6667  220.5291  0.2205
1790000  0.9400  3  15.6667  220.8692  0.2209
1800000  0.9400  3  15.6667  221.2306  0.2212
1810000  0.9400  3  15.6667  220.9039  0.2209
1820000  0.9400  3  15.6667  220.2422  0.2202
1830000  0.9400  3  15.6667  220.2869  0.2203
1840000  0.9400  3  15.6667  220.5260  0.2205
1850000  0.9400  3  15.6667  220.8247  0.2208
1860000  0.9400  3  15.6667  220.4990  0.2205
1870000  0.9400  3  15.6667  219.8985  0.2199
1880000  0.9400  3  15.6667  220.0310  0.2200
1890000  0.9400  3  15.6667  220.3667  0.2204
1900000  0.9400  3  15.6667  220.7227  0.2207
1910000  0.9400  3  15.6667  220.3977  0.2204
1920000  0.9400  3  15.6667  219.7423  0.2197
1930000  0.9400  3  15.6667  219.8031  0.2198
1940000  0.9400  3  15.6667  220.0599  0.2201
1950000  0.9400  3  15.6667  220.3643  0.2204
1960000  0.9400  3  15.6667  220.0368  0.2200
1970000  0.9400  3  15.6667  219.4310  0.2194
1980000  0.9400  3  15.6667  219.5633  0.2196
1990000  0.9400  3  15.6667  219.8954  0.2199
2000000  0.9400  3  15.6667  220.2480  0.2202
