10000  0.0000  0  -nan  -nan  -nan
1370000  0.9833  2  29.5000  475.3649  0.4754
1380000  0.9833  2  29.5000  475.3694  0.4754
1390000  0.9833  2  29.5000  475.4387  0.4754
1400000  1.0000  2  30.0000  482.9485  0.4829
1410000  1.0000  2  30.0000  482.8861  0.4829
1420000  1.0000  1  60.0000  986.6086  0.9866
1430000  1.0000  1  60.0000  986.3492  0.9863
1440000  1.0000  1  60.0000  1000.4955  1.0005
1450000  1.0000  1  60.0000  1000.3257  1.0003
1460000  1.0000  1  60.0000  1000.2209  1.0002
1470000  1.0000  1  60.0000  1000.1568  1.0002
1480000  1.0000  1  60.0000  1000.1177  1.0001
1490000  1.0000  1  60.0000  1000.0941  1.0001
1500000  1.0000  1  60.0000  1000.0798  1.0001
1510000  1.0000  1  60.0000  1000.0706  1.0001
1520000  1.0000  1  60.0000  1000.0647  1.0001
1530000  1.0000  1  60.0000  1000.0609  1.0001
1540000  1.0000  1  60.0000  1000.0577  1.0001
1550000  1.0000  1  60.0000  1000.0552  1.0001
1560000  1.0000  1  60.0000  1000.0528  1.0001
1570000  1.0000  1  60.0000  1000.0504  1.0001
1580000  1.0000  1  60.0000  1000.0483  1.0000
1590000  1.0000  1  60.0000  1000.0466  1.0000
1600000  1.0000  1  60.0000  1000.0449  1.0000
1610000  1.0000  1  60.0000  1000.0439  1.0000
1620000  1.0000  1  60.0000  1000.0424  1.0000
1630000  1.0000  1  60.0000  1000.0413  1.0000
1640000  1.0000  1  60.0000  1000.0405  1.0000
1650000  1.0000  1  60.0000  1000.0400  1.0000
1660000  1.0000  1  60.0000  1000.0392  1.0000
1670000  1.0000  1  60.0000  1000.0387  1.0000
1680000  1.0000  1  60.0000  1000.0378  1.0000
1690000  1.0000  1  60.0000  1000.0373  1.0000
1700000  1.0000  1  60.0000  1000.0363  1.0000
1710000  1.0000  1  60.0000  1000.0359  1.0000
1720000  1.0000  1  60.0000  1000.0357  1.0000
1730000  1.0000  1  60.0000  1000.0352  1.0000
1740000  1.0000  1  60.0000  1000.0347  1.0000
1750000  1.0000  1  60.0000  1000.0344  1.0000
1760000  1.0000  1  60.0000  1000.0343  1.0000
1770000  1.0000  1  60.0000  1000.0341  1.0000
1780000  1.0000  1  60.0000  1000.0338  1.0000
1790000  1.0000  1  60.0000  1000.0334  1.0000
1800000  1.0000  1  60.0000  1000.0331  1.0000
1810000  1.0000  1  60.0000  1000.0327  1.0000
1820000  1.0000  1  60.0000  1000.0322  1.0000
1830000  1.0000  1  60.0000  1000.0322  1.0000
1840000  1.0000  1  60.0000  1000.0317  1.0000
1850000  1.0000  1  60.0000  1000.0315  1.0000
1860000  1.0000  1  60.0000  1000.0310  1.0000
1870000  1.0000  1  60.0000  1000.0309  1.0000
1880000  1.0000  1  60.0000  1000.0305  1.0000
1890000  1.0000  1  60.0000  1000.0300  1.0000
1900000  1.0000  1  60.0000  1000.0297  1.0000
1910000  1.0000  1  60.0000  1000.0295  1.0000
1920000  1.0000  1  60.0000  1000.0291  1.0000
1930000  1.0000  1  60.0000  1000.0286  1.0000
1940000  1.0000  1  60.0000  1000.0282  1.0000
1950000  1.0000  1  60.0000  1000.0278  1.0000
1960000  1.0000  1  60.0000  1000.0274  1.0000
1970000  1.0000  1  60.0000  1000.0270  1.0000
1980000  1.0000  1  60.0000  1000.0267  1.0000
1990000  1.0000  1  60.0000  1000.0263  1.0000
2000000  1.0000  1  60.0000  1000.0261  1.0000
