10000  0.0000  0  -nan  -nan  -nan
880000  0.7800  4  9.7500  140.1045  0.1401
890000  0.7800  4  9.7500  140.1123  0.1401
900000  0.7400  4  9.2500  129.5863  0.1296
910000  0.7400  4  9.2500  129.5368  0.1295
920000  0.7400  4  9.2500  129.5600  0.1296
930000  0.7400  4  9.2500  129.6386  0.1296
940000  0.7400  4  9.2500  129.7790  0.1298
950000  0.7400  4  9.2500  130.0105  0.1300
960000  0.7600  4  9.5000  135.3783  0.1354
970000  0.7600  4  9.5000  135.4733  0.1355
980000  0.7400  4  9.2500  130.3344  0.1303
990000  0.7400  4  9.2500  130.4474  0.1304
1000000  0.7400  4  9.2500  130.5932  0.1306
1010000  0.7400  4  9.2500  130.8374  0.1308
1020000  0.7200  4  9.0000  125.9061  0.1259
1030000  0.7400  4  9.2500  131.3532  0.1314
1040000  0.6800  3  11.3333  162.7457  0.1627
1050000  0.6800  3  11.3333  162.7670  0.1628
1060000  0.6800  3  11.3333  162.6698  0.1627
1070000  0.6800  3  11.3333  162.6729  0.1627
1080000  0.6600  3  11.0000  155.6938  0.1557
1090000  0.7000  3  11.6667  168.2717  0.1683
1100000  0.7000  3  11.6667  168.2176  0.1682
1110000  0.7200  3  12.0000  175.0020  0.1750
1120000  0.7200  3  12.0000  174.6976  0.1747
1130000  0.7200  3  12.0000  174.5635  0.1746
1140000  0.7200  3  12.0000  174.5063  0.1745
1150000  0.7200  3  12.0000  174.4717  0.1745
1160000  0.7200  3  12.0000  174.4860  0.1745
1170000  0.7800  4  9.7500  140.6884  0.1407
1180000  0.7800  4  9.7500  140.6627  0.1407
1190000  0.7800  4  9.7500  140.7021  0.1407
1200000  0.8000  4  10.0000  145.9754  0.1460
1210000  0.8000  4  10.0000  146.0002  0.1460
1220000  0.7800  4  9.7500  140.8940  0.1409
1230000  0.7800  4  9.7500  141.0539  0.1411
1240000  0.7800  4  9.7500  141.3464  0.1413
1250000  0.7800  4  9.7500  141.7539  0.1418
1260000  0.8000  4  10.0000  147.3817  0.1474
1270000  0.8000  4  10.0000  147.7157  0.1477
1280000  0.7800  4  9.7500  142.8389  0.1428
1290000  0.8000  4  10.0000  148.1549  0.1482
1300000  0.8000  4  10.0000  148.0359  0.1480
1310000  0.7800  4  9.7500  142.7686  0.1428
1320000  0.7800  4  9.7500  142.8298  0.1428
1330000  0.8000  4  10.0000  148.1628  0.1482
1340000  0.8000  4  10.0000  148.2754  0.1483
1350000  0.8200  4  10.2500  153.5975  0.1536
1360000  0.8000  4  10.0000  148.4270  0.1484
1370000  0.7400  3  12.3333  185.3098  0.1853
1380000  0.7400  3  12.3333  185.5411  0.1855
1390000  0.7400  3  12.3333  185.8588  0.1859
1400000  0.7400  3  12.3333  186.2290  0.1862
1410000  0.7200  3  12.0000  179.5586  0.1796
1420000  0.7000  3  11.6667  172.9125  0.1729
1430000  0.7000  3  11.6667  173.2869  0.1733
1440000  0.7000  3  11.6667  173.7057  0.1737
1450000  0.6800  3  11.3333  167.2146  0.1672
1460000  0.6600  3  11.0000  160.7211  0.1607
1470000  0.6600  3  11.0000  161.2453  0.1612
1480000  0.6800  3  11.3333  168.2346  0.1682
1490000  0.6800  3  11.3333  168.2755  0.1683
1500000  0.6600  3  11.0000  161.4822  0.1615
1510000  0.6600  3  11.0000  161.8062  0.1618
1520000  0.6600  3  11.0000  162.1971  0.1622
1530000  0.7200  4  9.0000  131.9104  0.1319
1540000  0.8000  5  8.0000  117.7450  0.1177
1550000  0.8000  5  8.0000  117.9769  0.1180
1560000  0.7400  4  9.2500  137.7546  0.1378
1570000  0.7400  4  9.2500  137.7179  0.1377
1580000  0.7400  4  9.2500  137.7822  0.1378
1590000  0.7400  4  9.2500  137.9919  0.1380
1600000  0.6800  3  11.3333  171.9824  0.1720
1610000  0.6800  3  11.3333  172.4170  0.1724
1620000  0.6400  3  10.6667  159.0218  0.1590
1630000  0.5200  1  26.0000  403.3426  0.4033
1640000  0.5800  2  14.5000  220.7859  0.2208
1650000  0.5800  2  14.5000  221.0958  0.2211
1660000  0.5800  2  14.5000  221.4788  0.2215
1670000  0.5800  2  14.5000  221.9501  0.2220
1680000  0.5800  2  14.5000  222.4686  0.2225
1690000  0.6400  3  10.6667  161.3938  0.1614
1700000  0.6400  3  10.6667  161.7025  0.1617
1710000  0.6600  3  11.0000  168.8853  0.1689
1720000  0.6600  3  11.0000  168.6239  0.1686
1730000  0.6600  3  11.0000  168.5142  0.1685
1740000  0.6600  3  11.0000  168.5615  0.1686
1750000  0.6600  3  11.0000  168.7597  0.1688
1760000  0.6600  3  11.0000  169.0717  0.1691
1770000  0.6800  3  11.3333  176.4028  0.1764
1780000  0.6800  3  11.3333  176.6537  0.1767
1790000  0.6800  3  11.3333  176.9871  0.1770
1800000  0.7400  4  9.2500  142.6659  0.1427
1810000  0.7600  4  9.5000  148.2053  0.1482
1820000  0.7800  4  9.7500  153.3508  0.1534
1830000  0.7800  4  9.7500  153.2970  0.1533
1840000  0.7800  4  9.7500  153.2713  0.1533
1850000  0.8000  4  10.0000  158.5419  0.1585
1860000  0.8000  4  10.0000  158.6541  0.1587
1870000  0.7800  4  9.7500  153.5741  0.1536
1880000  0.7600  4  9.5000  148.5238  0.1485
1890000  0.7600  4  9.5000  148.7268  0.1487
1900000  0.7800  4  9.7500  154.0616  0.1541
1910000  0.8200  5  8.2000  126.8094  0.1268
1920000  0.8200  5  8.2000  126.7992  0.1268
1930000  0.8200  5  8.2000  126.8640  0.1269
1940000  0.8400  5  8.4000  131.0882  0.1311
1950000  0.8400  5  8.4000  131.1805  0.1312
1960000  0.8200  5  8.2000  127.1165  0.1271
1970000  0.8000  5  8.0000  122.9391  0.1229
1980000  0.7800  5  7.8000  118.7685  0.1188
1990000  0.7800  5  7.8000  118.8223  0.1188
2000000  0.7600  5  7.6000  114.7256  0.1147
