10000  0.0000  0  -nan  -nan  -nan
880000  0.6500  7  3.7143  47.4395  0.0474
890000  0.6500  7  3.7143  47.5179  0.0475
900000  0.6500  7  3.7143  47.5940  0.0476
910000  0.6500  7  3.7143  47.7061  0.0477
920000  0.6250  7  3.5714  44.8386  0.0448
930000  0.6500  7  3.7143  47.8841  0.0479
940000  0.6500  7  3.7143  47.8765  0.0479
950000  0.6500  7  3.7143  47.8922  0.0479
960000  0.6250  7  3.5714  44.9623  0.0450
970000  0.5750  7  3.2857  39.0255  0.0390
980000  0.5750  7  3.2857  39.1440  0.0391
990000  0.5750  7  3.2857  39.2711  0.0393
1000000  0.6000  7  3.4286  42.2706  0.0423
1010000  0.6000  7  3.4286  42.2822  0.0423
1020000  0.6000  7  3.4286  42.3324  0.0423
1030000  0.6000  7  3.4286  42.4043  0.0424
1040000  0.5750  7  3.2857  39.5097  0.0395
1050000  0.6000  7  3.4286  42.5333  0.0425
1060000  0.5750  7  3.2857  39.5208  0.0395
1070000  0.5750  7  3.2857  39.5202  0.0395
1080000  0.5750  7  3.2857  39.5474  0.0395
1090000  0.5750  7  3.2857  39.6358  0.0396
1100000  0.5500  7  3.1429  36.7493  0.0367
1110000  0.5500  7  3.1429  36.8245  0.0368
1120000  0.5500  7  3.1429  36.9403  0.0369
1130000  0.4750  6  3.1667  36.6792  0.0367
1140000  0.5500  7  3.1429  37.1192  0.0371
1150000  0.5500  7  3.1429  37.1876  0.0372
1160000  0.5750  7  3.2857  40.1718  0.0402
1170000  0.5750  7  3.2857  40.0372  0.0400
1180000  0.5750  7  3.2857  39.9555  0.0400
1190000  0.5750  7  3.2857  39.9334  0.0399
1200000  0.5500  7  3.1429  36.9086  0.0369
1210000  0.5500  7  3.1429  36.9392  0.0369
1220000  0.5750  7  3.2857  39.9930  0.0400
1230000  0.6250  7  3.5714  45.1809  0.0452
1240000  0.6250  7  3.5714  44.9952  0.0450
1250000  0.6250  7  3.5714  44.8793  0.0449
1260000  0.6250  7  3.5714  44.7826  0.0448
1270000  0.7000  8  3.5000  44.1587  0.0442
1280000  0.7000  8  3.5000  44.1117  0.0441
1290000  0.7000  8  3.5000  44.0749  0.0441
1300000  0.7000  8  3.5000  44.0886  0.0441
1310000  0.7000  8  3.5000  44.1314  0.0441
1320000  0.7000  8  3.5000  44.1718  0.0442
1330000  0.7000  8  3.5000  44.2099  0.0442
1340000  0.7000  8  3.5000  44.1424  0.0441
1350000  0.7000  8  3.5000  44.0826  0.0441
1360000  0.7000  8  3.5000  44.0437  0.0440
1370000  0.7000  8  3.5000  44.0247  0.0440
1380000  0.7000  8  3.5000  44.0234  0.0440
1390000  0.7000  8  3.5000  44.0362  0.0440
1400000  0.7000  8  3.5000  44.0835  0.0441
1410000  0.6750  8  3.3750  41.4823  0.0415
1420000  0.6750  8  3.3750  41.5369  0.0415
1430000  0.6750  8  3.3750  41.6104  0.0416
1440000  0.6750  8  3.3750  41.6986  0.0417
1450000  0.6750  8  3.3750  41.8061  0.0418
1460000  0.6750  8  3.3750  41.9349  0.0419
1470000  0.6500  8  3.2500  39.4125  0.0394
1480000  0.6500  8  3.2500  39.5437  0.0395
1490000  0.6500  8  3.2500  39.7009  0.0397
1500000  0.5750  7  3.2857  39.7350  0.0397
1510000  0.5500  7  3.1429  36.8780  0.0369
1520000  0.6500  8  3.2500  39.5364  0.0395
1530000  0.5750  7  3.2857  39.6967  0.0397
1540000  0.5750  7  3.2857  39.8373  0.0398
1550000  0.5250  7  3.0000  33.9615  0.0340
1560000  0.5250  7  3.0000  34.0133  0.0340
1570000  0.6000  8  3.0000  34.8273  0.0348
1580000  0.6000  8  3.0000  34.9085  0.0349
1590000  0.6250  8  3.1250  37.5783  0.0376
1600000  0.6500  8  3.2500  40.0847  0.0401
1610000  0.6500  8  3.2500  39.8998  0.0399
1620000  0.6500  8  3.2500  39.7410  0.0397
1630000  0.6500  8  3.2500  39.6406  0.0396
1640000  0.6500  8  3.2500  39.5762  0.0396
1650000  0.6500  8  3.2500  39.6006  0.0396
1660000  0.6500  8  3.2500  39.6968  0.0397
1670000  0.6500  8  3.2500  39.8340  0.0398
1680000  0.5750  7  3.2857  40.0355  0.0400
1690000  0.5000  6  3.3333  40.4275  0.0404
1700000  0.5000  6  3.3333  40.5314  0.0405
1710000  0.6500  8  3.2500  40.1787  0.0402
1720000  0.6500  8  3.2500  40.0990  0.0401
1730000  0.6500  8  3.2500  40.0344  0.0400
1740000  0.6250  8  3.1250  37.3520  0.0374
1750000  0.6250  8  3.1250  37.3038  0.0373
1760000  0.6750  8  3.3750  41.9228  0.0419
1770000  0.6750  8  3.3750  41.8433  0.0418
1780000  0.6750  8  3.3750  41.8063  0.0418
1790000  0.6750  8  3.3750  41.8089  0.0418
1800000  0.6750  8  3.3750  41.8181  0.0418
1810000  0.6750  8  3.3750  41.8684  0.0419
1820000  0.6750  8  3.3750  41.9509  0.0420
1830000  0.6750  8  3.3750  42.0303  0.0420
1840000  0.6750  8  3.3750  42.0921  0.0421
1850000  0.6000  7  3.4286  42.6171  0.0426
1860000  0.6000  7  3.4286  42.6483  0.0426
1870000  0.6000  7  3.4286  42.6814  0.0427
1880000  0.5750  7  3.2857  39.7064  0.0397
1890000  0.5750  7  3.2857  39.7425  0.0397
1900000  0.5750  7  3.2857  39.8052  0.0398
1910000  0.6250  7  3.5714  45.2611  0.0453
1920000  0.6250  7  3.5714  45.3058  0.0453
1930000  0.7250  8  3.6250  46.7505  0.0468
1940000  0.7250  8  3.6250  46.7920  0.0468
1950000  0.7250  8  3.6250  46.8680  0.0469
1960000  0.7000  8  3.5000  44.3496  0.0443
1970000  0.7000  8  3.5000  44.4311  0.0444
1980000  0.7000  8  3.5000  44.5299  0.0445
1990000  0.7000  8  3.5000  44.6389  0.0446
2000000  0.7000  8  3.5000  44.7568  0.0448
